,level_0,index,id,time,SAT_M,SAT_V,choice,outcome,tuition,quality,hs_GPA,univ_type,type,A_N,A_S,augmented,choicecat,unskilled,hp,skilled1,skilled2,skilled3,tmajor,terminalGPA,state,skilledsector,tdropout,cumulativeGPA,tGPA,univ_type_num,numeric_state,dSTEM,col_type,numeric_choice,ed_emax_mapping,skilled_emax_mapping_abridged,unskilled_emax_mapping,lastchoiceraw,lastchoice,prior_skilled
7456,7456,7456,570,4,530,540,nonSTEM,330.0,5.35526752319439,0,350,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,319.273360505371,t3nonSTEM,,-1,319.273360505371,320,0,5,0,1,1,19,-1,0,1.0,1,-1
7457,7457,7457,570,5,530,540,hp,0.0,5.35526752319439,0,350,public,hp,0,0,0,hp,0,0,0,0,0,nonSTEM,319.273360505371,skilled,,-1,319.273360505371,320,0,7,0,0,2,19,3,0,1.0,1,-1
7458,7458,7458,570,6,530,540,skilled3,2.9531687125049326,5.35526752319439,0,350,public,lwage,0,0,0,skilled3,0,1,0,0,0,nonSTEM,319.273360505371,skilled,2,-1,319.273360505371,320,0,7,0,2,6,19,3,0,2.0,2,3
7459,7459,7459,570,7,530,540,skilled3,2.3558754906736716,5.35526752319439,0,350,public,lwage,0,0,0,skilled3,0,1,0,0,1,nonSTEM,319.273360505371,skilled,2,-1,319.273360505371,320,0,7,0,2,6,19,3,0,6.0,6,2
7460,7460,7460,570,8,530,540,skilled3,2.819408843158993,5.35526752319439,0,350,public,lwage,0,0,0,skilled3,0,1,0,0,2,nonSTEM,319.273360505371,skilled,2,-1,319.273360505371,320,0,7,0,2,6,19,3,0,6.0,6,2
7461,7461,7461,570,9,530,540,skilled2,3.090795947745795,5.35526752319439,0,350,public,lwage,0,0,0,skilled2,0,1,0,0,3,nonSTEM,319.273360505371,skilled,1,-1,319.273360505371,320,0,7,0,2,5,19,3,0,6.0,6,2
7462,7462,7462,570,10,530,540,skilled2,3.652569247646417,5.35526752319439,0,350,public,lwage,0,0,0,skilled2,0,1,0,1,3,nonSTEM,319.273360505371,skilled,1,-1,319.273360505371,320,0,7,0,2,5,19,3,0,5.0,5,1
7463,7463,7463,570,11,530,540,skilled2,3.1199466608956627,5.35526752319439,0,350,public,lwage,0,0,0,skilled2,0,1,0,2,3,nonSTEM,319.273360505371,skilled,1,-1,319.273360505371,320,0,7,0,2,5,19,3,0,5.0,5,1
7464,7464,7464,570,12,530,540,skilled2,4.111330157351791,5.35526752319439,0,350,public,lwage,0,0,0,skilled2,0,1,0,3,3,nonSTEM,319.273360505371,skilled,1,-1,319.273360505371,320,0,7,0,2,5,19,3,0,5.0,5,1
7465,7465,7465,570,13,530,540,skilled2,3.433339079441945,5.35526752319439,0,350,public,lwage,0,0,0,skilled2,0,1,0,4,3,nonSTEM,319.273360505371,skilled,1,-1,319.273360505371,320,0,7,0,2,5,19,3,0,5.0,5,1
7466,7466,7466,570,14,530,540,skilled2,3.7999946833304077,5.35526752319439,0,350,public,lwage,0,0,0,skilled2,0,1,0,5,3,nonSTEM,319.273360505371,skilled,1,-1,319.273360505371,320,0,7,0,2,5,19,3,0,5.0,5,1
7467,7467,7467,570,15,530,540,skilled2,3.6419927705241024,5.35526752319439,0,350,public,lwage,0,0,0,skilled2,0,1,0,6,3,nonSTEM,319.273360505371,skilled,1,-1,319.273360505371,320,0,7,0,2,5,19,3,0,5.0,5,1
7468,7468,7468,571,1,750,650,STEM,332.719642374653,12.905618023906,0,340,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,nonSTEM,309.42991059366324,t1,,-1,332.719642374653,300,2,6,0,1,0,23,-1,0,,-1,-1
7469,7469,7469,571,2,750,650,nonSTEM,335.0,12.905618023906,0,340,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,309.42991059366324,t1STEM,,-1,333.8598211873265,300,2,0,0,1,1,23,-1,0,0.0,0,-1
7470,7470,7470,571,3,750,650,nonSTEM,270.0,12.905618023906,0,340,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,309.42991059366324,STEMReqMet,,-1,312.5732141248843,300,2,2,0,1,1,23,-1,0,1.0,1,-1
7471,7471,7471,571,4,750,650,nonSTEM,300.0,12.905618023906,0,340,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,309.42991059366324,t3nonSTEM,,-1,309.42991059366324,300,2,5,0,1,1,23,-1,0,1.0,1,-1
7472,7472,7472,571,5,750,650,skilled3,2.768931534702549,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,0,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,1.0,1,-1
7473,7473,7473,571,6,750,650,skilled3,2.556976254042197,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,1,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,6.0,6,2
7474,7474,7474,571,7,750,650,skilled3,3.0946630621403215,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,2,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,6.0,6,2
7475,7475,7475,571,8,750,650,skilled3,3.6956569656596048,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,3,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,6.0,6,2
7476,7476,7476,571,9,750,650,skilled3,4.083317691738886,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,4,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,6.0,6,2
7477,7477,7477,571,10,750,650,skilled3,3.750193743760922,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,5,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,6.0,6,2
7478,7478,7478,571,11,750,650,skilled1,2.7936766267021236,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,0,0,6,nonSTEM,309.42991059366324,skilled,0,-1,309.42991059366324,300,2,7,0,2,4,23,2,0,6.0,6,2
7479,7479,7479,571,12,750,650,skilled3,3.845361083429725,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,1,0,6,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,4.0,4,0
7480,7480,7480,571,13,750,650,skilled3,3.7997909091924127,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,1,0,7,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,6.0,6,2
7481,7481,7481,571,14,750,650,skilled3,3.7771864116250007,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,1,0,8,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,6.0,6,2
7482,7482,7482,571,15,750,650,skilled3,4.628816800030406,12.905618023906,0,340,priv_rel,lwage,0,0,0,skilled3,0,0,1,0,9,nonSTEM,309.42991059366324,skilled,2,-1,309.42991059366324,300,2,7,0,2,6,23,2,0,6.0,6,2
7483,7483,7483,572,1,550,570,STEM,232.25924794043098,-6.55126751601692,1,320,public,grade,0,0,0,STEM,0,0,0,0,0,nonSTEM,280.5648119851078,t1,,-1,232.25924794043098,280,0,6,0,1,0,90,-1,0,,-1,-1
7484,7484,7484,572,2,550,570,STEM,265.0,-6.55126751601692,1,320,public,grade,0,0,0,STEM,0,0,0,0,0,nonSTEM,280.5648119851078,t1STEM,,-1,248.6296239702155,280,0,0,0,1,0,90,-1,0,0.0,0,-1
7485,7485,7485,572,3,550,570,nonSTEM,295.0,-6.55126751601692,1,320,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,280.5648119851078,STEMReqMet,,-1,264.08641598014367,280,0,2,0,1,1,90,-1,0,0.0,0,-1
7486,7486,7486,572,4,550,570,nonSTEM,330.0,-6.55126751601692,1,320,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,280.5648119851078,t3nonSTEM,,-1,280.5648119851078,280,0,5,0,1,1,90,-1,0,1.0,1,-1
7487,7487,7487,572,5,550,570,skilled3,2.2995854496737804,-6.55126751601692,1,320,public,lwage,0,0,0,skilled3,0,0,0,0,0,nonSTEM,280.5648119851078,skilled,2,-1,280.5648119851078,280,0,7,0,2,6,90,17,0,1.0,1,-1
7488,7488,7488,572,6,550,570,skilled3,3.2002209227996747,-6.55126751601692,1,320,public,lwage,0,0,0,skilled3,0,0,0,0,1,nonSTEM,280.5648119851078,skilled,2,-1,280.5648119851078,280,0,7,0,2,6,90,17,0,6.0,6,2
7489,7489,7489,572,7,550,570,skilled2,3.8900835691685276,-6.55126751601692,1,320,public,lwage,0,0,0,skilled2,0,0,0,0,2,nonSTEM,280.5648119851078,skilled,1,-1,280.5648119851078,280,0,7,0,2,5,90,17,0,6.0,6,2
7490,7490,7490,572,8,550,570,skilled2,3.1335468003251385,-6.55126751601692,1,320,public,lwage,0,0,0,skilled2,0,0,0,1,2,nonSTEM,280.5648119851078,skilled,1,-1,280.5648119851078,280,0,7,0,2,5,90,17,0,5.0,5,1
7491,7491,7491,572,9,550,570,skilled2,2.5119202949045283,-6.55126751601692,1,320,public,lwage,0,0,0,skilled2,0,0,0,2,2,nonSTEM,280.5648119851078,skilled,1,-1,280.5648119851078,280,0,7,0,2,5,90,17,0,5.0,5,1
7492,7492,7492,572,10,550,570,skilled2,4.08381186993778,-6.55126751601692,1,320,public,lwage,0,0,0,skilled2,0,0,0,3,2,nonSTEM,280.5648119851078,skilled,1,-1,280.5648119851078,280,0,7,0,2,5,90,17,0,5.0,5,1
7493,7493,7493,572,11,550,570,skilled3,3.655534410206324,-6.55126751601692,1,320,public,lwage,0,0,0,skilled3,0,0,0,4,2,nonSTEM,280.5648119851078,skilled,2,-1,280.5648119851078,280,0,7,0,2,6,90,17,0,5.0,5,1
7494,7494,7494,572,12,550,570,skilled3,2.3994557926880464,-6.55126751601692,1,320,public,lwage,0,0,0,skilled3,0,0,0,4,3,nonSTEM,280.5648119851078,skilled,2,-1,280.5648119851078,280,0,7,0,2,6,90,17,0,6.0,6,2
7495,7495,7495,572,13,550,570,skilled3,3.6724556922649585,-6.55126751601692,1,320,public,lwage,0,0,0,skilled3,0,0,0,4,4,nonSTEM,280.5648119851078,skilled,2,-1,280.5648119851078,280,0,7,0,2,6,90,17,0,6.0,6,2
7496,7496,7496,572,14,550,570,skilled3,2.9926507164491274,-6.55126751601692,1,320,public,lwage,0,0,0,skilled3,0,0,0,4,5,nonSTEM,280.5648119851078,skilled,2,-1,280.5648119851078,280,0,7,0,2,6,90,17,0,6.0,6,2
7497,7497,7497,572,15,550,570,skilled3,4.12166438774006,-6.55126751601692,1,320,public,lwage,0,0,0,skilled3,0,0,0,4,6,nonSTEM,280.5648119851078,skilled,2,-1,280.5648119851078,280,0,7,0,2,6,90,17,0,6.0,6,2
7498,7498,7498,573,1,550,550,nonSTEM,265.986329755444,3.0453786569603505,1,360,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,STEM,295.24658243886097,t1,,-1,265.986329755444,300,1,6,1,1,1,145,-1,0,,-1,-1
7499,7499,7499,573,2,550,550,STEM,275.0,3.0453786569603505,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,295.24658243886097,t1nonSTEM,,-1,270.493164877722,300,1,1,1,1,0,145,-1,0,1.0,1,-1
7500,7500,7500,573,3,550,550,STEM,320.0,3.0453786569603505,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,295.24658243886097,STEMReqMet,,-1,286.99544325181466,300,1,2,1,1,0,145,-1,0,0.0,0,-1
7501,7501,7501,573,4,550,550,STEM,320.0,3.0453786569603505,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,295.24658243886097,t3STEM,,-1,295.24658243886097,300,1,4,1,1,0,145,-1,0,0.0,0,-1
7502,7502,7502,573,5,550,550,skilled1,3.629657631311044,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,0,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,0.0,0,-1
7503,7503,7503,573,6,550,550,skilled1,4.005532849881818,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,1,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7504,7504,7504,573,7,550,550,skilled1,3.7923518901719038,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,2,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7505,7505,7505,573,8,550,550,skilled1,3.5615655057146713,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,3,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7506,7506,7506,573,9,550,550,skilled1,4.05336048128066,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,4,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7507,7507,7507,573,10,550,550,skilled1,4.154038521675957,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,5,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7508,7508,7508,573,11,550,550,skilled1,4.170967009334323,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,6,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7509,7509,7509,573,12,550,550,skilled1,3.9726229587056827,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,7,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7510,7510,7510,573,13,550,550,skilled1,4.292698008315036,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,8,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7511,7511,7511,573,14,550,550,skilled1,4.225428887647413,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,9,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7512,7512,7512,573,15,550,550,skilled1,4.062562947386375,3.0453786569603505,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,10,0,0,STEM,295.24658243886097,skilled,0,-1,295.24658243886097,300,1,7,1,2,4,145,23,0,4.0,4,0
7513,7513,7513,574,1,510,450,STEM,277.6233648099,-0.5935202801839411,0,220,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,nonSTEM,280.655841202475,t1,,-1,277.6233648099,280,2,6,0,1,0,224,-1,0,,-1,-1
7514,7514,7514,574,2,510,450,nonSTEM,275.0,-0.5935202801839411,0,220,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,280.655841202475,t1STEM,,-1,276.31168240495003,280,2,0,0,1,1,224,-1,0,0.0,0,-1
7515,7515,7515,574,3,510,450,nonSTEM,310.0,-0.5935202801839411,0,220,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,280.655841202475,STEMReqMet,,-1,287.54112160330004,280,2,2,0,1,1,224,-1,0,1.0,1,-1
7516,7516,7516,574,4,510,450,nonSTEM,260.0,-0.5935202801839411,0,220,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,280.655841202475,t3nonSTEM,,-1,280.655841202475,280,2,5,0,1,1,224,-1,0,1.0,1,-1
7517,7517,7517,574,5,510,450,skilled2,3.675091615417841,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled2,0,0,0,0,0,nonSTEM,280.655841202475,skilled,1,-1,280.655841202475,280,2,7,0,2,5,224,29,0,1.0,1,-1
7518,7518,7518,574,6,510,450,skilled2,2.877252294192989,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled2,0,0,0,1,0,nonSTEM,280.655841202475,skilled,1,-1,280.655841202475,280,2,7,0,2,5,224,29,0,5.0,5,1
7519,7519,7519,574,7,510,450,skilled2,3.7261291951439297,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled2,0,0,0,2,0,nonSTEM,280.655841202475,skilled,1,-1,280.655841202475,280,2,7,0,2,5,224,29,0,5.0,5,1
7520,7520,7520,574,8,510,450,skilled2,2.6929157112526556,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled2,0,0,0,3,0,nonSTEM,280.655841202475,skilled,1,-1,280.655841202475,280,2,7,0,2,5,224,29,0,5.0,5,1
7521,7521,7521,574,9,510,450,skilled1,3.8996524147775458,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled1,0,0,0,4,0,nonSTEM,280.655841202475,skilled,0,-1,280.655841202475,280,2,7,0,2,4,224,29,0,5.0,5,1
7522,7522,7522,574,10,510,450,skilled2,3.155841415120966,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled2,0,0,1,4,0,nonSTEM,280.655841202475,skilled,1,-1,280.655841202475,280,2,7,0,2,5,224,29,0,4.0,4,0
7523,7523,7523,574,11,510,450,skilled2,3.5312423275311757,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled2,0,0,1,5,0,nonSTEM,280.655841202475,skilled,1,-1,280.655841202475,280,2,7,0,2,5,224,29,0,5.0,5,1
7524,7524,7524,574,12,510,450,skilled1,3.7934598649731766,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled1,0,0,1,6,0,nonSTEM,280.655841202475,skilled,0,-1,280.655841202475,280,2,7,0,2,4,224,29,0,5.0,5,1
7525,7525,7525,574,13,510,450,skilled1,3.530950267750885,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled1,0,0,2,6,0,nonSTEM,280.655841202475,skilled,0,-1,280.655841202475,280,2,7,0,2,4,224,29,0,4.0,4,0
7526,7526,7526,574,14,510,450,skilled1,4.107337428417198,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled1,0,0,3,6,0,nonSTEM,280.655841202475,skilled,0,-1,280.655841202475,280,2,7,0,2,4,224,29,0,4.0,4,0
7527,7527,7527,574,15,510,450,skilled1,3.725027342474929,-0.5935202801839411,0,220,priv_rel,lwage,0,0,0,skilled1,0,0,4,6,0,nonSTEM,280.655841202475,skilled,0,-1,280.655841202475,280,2,7,0,2,4,224,29,0,4.0,4,0
7528,7528,7528,575,1,750,650,STEM,284.549823060857,4.480316813782269,0,350,forprofit,grade,0,0,0,STEM,0,0,0,0,0,nonSTEM,297.38745576521427,t1,,-1,284.549823060857,300,3,6,0,1,0,15,-1,0,,-1,-1
7529,7529,7529,575,2,750,650,nonSTEM,290.0,4.480316813782269,0,350,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,297.38745576521427,t1STEM,,-1,287.27491153042854,300,3,0,0,1,1,15,-1,0,0.0,0,-1
7530,7530,7530,575,3,750,650,nonSTEM,290.0,4.480316813782269,0,350,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,297.38745576521427,STEMReqMet,,-1,288.183274353619,300,3,2,0,1,1,15,-1,0,1.0,1,-1
7531,7531,7531,575,4,750,650,nonSTEM,325.0,4.480316813782269,0,350,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,297.38745576521427,t3nonSTEM,,-1,297.38745576521427,300,3,5,0,1,1,15,-1,0,1.0,1,-1
7532,7532,7532,575,5,750,650,skilled1,3.3349746668242024,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,0,0,0,0,nonSTEM,297.38745576521427,skilled,0,-1,297.38745576521427,300,3,7,0,2,4,15,2,0,1.0,1,-1
7533,7533,7533,575,6,750,650,skilled1,4.000129658434911,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,0,1,0,0,nonSTEM,297.38745576521427,skilled,0,-1,297.38745576521427,300,3,7,0,2,4,15,2,0,4.0,4,0
7534,7534,7534,575,7,750,650,skilled3,1.5716343035662397,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled3,0,0,2,0,0,nonSTEM,297.38745576521427,skilled,2,-1,297.38745576521427,300,3,7,0,2,6,15,2,0,4.0,4,0
7535,7535,7535,575,8,750,650,skilled3,3.0649596394687224,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled3,0,0,2,0,1,nonSTEM,297.38745576521427,skilled,2,-1,297.38745576521427,300,3,7,0,2,6,15,2,0,6.0,6,2
7536,7536,7536,575,9,750,650,skilled3,2.5544535188677058,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled3,0,0,2,0,2,nonSTEM,297.38745576521427,skilled,2,-1,297.38745576521427,300,3,7,0,2,6,15,2,0,6.0,6,2
7537,7537,7537,575,10,750,650,skilled3,3.1389715554862887,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled3,0,0,2,0,3,nonSTEM,297.38745576521427,skilled,2,-1,297.38745576521427,300,3,7,0,2,6,15,2,0,6.0,6,2
7538,7538,7538,575,11,750,650,skilled1,3.108341836317758,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,0,2,0,4,nonSTEM,297.38745576521427,skilled,0,-1,297.38745576521427,300,3,7,0,2,4,15,2,0,6.0,6,2
7539,7539,7539,575,12,750,650,skilled1,3.6711849741340252,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,0,3,0,4,nonSTEM,297.38745576521427,skilled,0,-1,297.38745576521427,300,3,7,0,2,4,15,2,0,4.0,4,0
7540,7540,7540,575,13,750,650,skilled1,3.6845432366114546,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,0,4,0,4,nonSTEM,297.38745576521427,skilled,0,-1,297.38745576521427,300,3,7,0,2,4,15,2,0,4.0,4,0
7541,7541,7541,575,14,750,650,skilled3,4.796986520354914,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled3,0,0,5,0,4,nonSTEM,297.38745576521427,skilled,2,-1,297.38745576521427,300,3,7,0,2,6,15,2,0,4.0,4,0
7542,7542,7542,575,15,750,650,skilled3,2.8030536881370587,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled3,0,0,5,0,5,nonSTEM,297.38745576521427,skilled,2,-1,297.38745576521427,300,3,7,0,2,6,15,2,0,6.0,6,2
7543,7543,7543,576,1,550,650,nonSTEM,286.11337760081904,5.41068607434312,0,320,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,dropout,0.0,t1,,3,286.11337760081904,0,1,6,0,1,1,82,-1,2,,-1,-1
7544,7544,7544,576,2,550,650,STEM,275.0,5.41068607434312,0,320,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,dropout,0.0,t1nonSTEM,,3,280.5566888004095,0,1,1,0,1,0,82,-1,2,1.0,1,-1
7545,7545,7545,576,3,550,650,unskilled,3.132442674197331,5.41068607434312,0,320,priv_nonrel,lwage,0,0,0,unskilled,0,0,0,0,0,dropout,0.0,STEMReqMet,,3,280.5566888004095,0,1,2,0,2,3,82,-1,2,0.0,0,-1
7546,7546,7546,577,1,550,560,nonSTEM,312.091949382116,10.1722424266297,0,330,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,320.52298734552903,t1,,-1,312.091949382116,320,2,6,0,1,1,105,-1,0,,-1,-1
7547,7547,7547,577,2,550,560,nonSTEM,300.0,10.1722424266297,0,330,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,320.52298734552903,t1nonSTEM,,-1,306.045974691058,320,2,1,0,1,1,105,-1,0,1.0,1,-1
7548,7548,7548,577,3,550,560,nonSTEM,330.0,10.1722424266297,0,330,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,320.52298734552903,STEMReqNotMet,,-1,314.03064979403865,320,2,3,0,1,1,105,-1,0,1.0,1,-1
7549,7549,7549,577,4,550,560,nonSTEM,340.0,10.1722424266297,0,330,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,320.52298734552903,t3nonSTEM,,-1,320.52298734552903,320,2,5,0,1,1,105,-1,0,1.0,1,-1
7550,7550,7550,577,5,550,560,hp,0.0,10.1722424266297,0,330,priv_rel,hp,0,0,0,hp,0,0,0,0,0,nonSTEM,320.52298734552903,skilled,,-1,320.52298734552903,320,2,7,0,0,2,105,3,0,1.0,1,-1
7551,7551,7551,577,6,550,560,skilled2,2.8356938348470835,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,0,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,2.0,2,3
7552,7552,7552,577,7,550,560,skilled2,2.835663188643529,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,1,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,5.0,5,1
7553,7553,7553,577,8,550,560,skilled2,3.386687940312327,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,2,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,5.0,5,1
7554,7554,7554,577,9,550,560,skilled2,3.5768238198990727,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,3,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,5.0,5,1
7555,7555,7555,577,10,550,560,skilled2,2.85033266831881,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,4,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,5.0,5,1
7556,7556,7556,577,11,550,560,skilled2,3.4820113824762906,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,5,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,5.0,5,1
7557,7557,7557,577,12,550,560,skilled2,3.0781613615543364,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,6,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,5.0,5,1
7558,7558,7558,577,13,550,560,skilled2,3.7244751911833776,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,7,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,5.0,5,1
7559,7559,7559,577,14,550,560,skilled2,3.8391017709256965,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,8,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,5.0,5,1
7560,7560,7560,577,15,550,560,skilled2,4.239894104996091,10.1722424266297,0,330,priv_rel,lwage,0,0,0,skilled2,0,1,0,9,0,nonSTEM,320.52298734552903,skilled,1,-1,320.52298734552903,320,2,7,0,2,5,105,3,0,5.0,5,1
7561,7561,7561,578,1,530,500,nonSTEM,204.994077836684,5.36831846891123,0,240,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,dropout,0.0,t1,,4,204.994077836684,0,3,6,0,1,1,183,-1,3,,-1,-1
